TICKER,Sector,Industry
SDRC,Materials,Precious Metals Gold Mining 
NDEV,Financials,Life Health & Multi-line Insurance
NNRI,Industrials,Commercial & Professional Services
AMSA,Consumer Discretionary,Hotels Leisure & Consumer Services
INPX,Information Technology,Internet Software & IT Services
MUTM,Information Technology,Internet Software & IT Services
TLRS,Materials,Precious Metals Gold Mining 
TLDE,Communication Services,Media
GPIW,Industrials,Construction & Farm Machinery
SIVE,Materials,Precious Metals Gold Mining 
SKRJ,Information Technology,Software
SLLN,Industrials,Commercial & Professional Services
SMPP,Information Technology,Internet Software & IT Services
WSFT,Information Technology,Internet Software & IT Services
LMWW,Consumer Discretionary,Auotomobiles & Components
MDXL,Health Care,Health Crare Equipment & Technology
RMHB,Consumer Discretionary,Internet & Catalog Retail
RGPMF,Energy,Oil & Gas Exploration & Production 
SVMN,Materials,Precious Metals Gold Mining 
SWNM,Health Care,Health Care Providers (non-HMO)
UMAV,Industrials,Aerospace & Defense 
AATV,Information Technology,Internet Software & IT Services
HUBV,Information Technology,Software
TQLB,Consumer Staples,Household & Personal Products
TRCY,Financials,Banks
BDGR,Energy,Oil & Gas Exploration & Production 
BITCF,Information Technology,Software
EENC,Energy,Oil & Gas Exploration & Production 
DTII,Information Technology,Computers Electronics
VPER,Industrials,Electrical Equipment
GTRL,Communication Services,Media
WPKS,Consumer Discretionary,Hotels Leisure & Consumer Services
TBVPF,Consumer Staples,Beverages Tobacco
PDM,Real Estate,Real Estate
GESI,Utilities,Multi-Utilities Water Utilities Power
EXER,Energy,Oil & Gas Exploration & Production 
XTGRF,Materials,Precious Metals Gold Mining 
SHOM,Health Care,Health Care Providers (non-HMO)
WNCG,Financials,Diversified Financials
GMOLQ,Materials,Precious Metals Gold Mining 
VVWT,Information Technology,Internet Software & IT Services
THRSF,Consumer Discretionary,Hotels Leisure & Consumer Services
PTNDF,Materials,Precious Metals Gold Mining 
SGBP,Financials,Banks
CKCB,Financials,Banks
MMTV,Communication Services,Media
SBGOF,Financials,Banks
SCPT,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
BKOR,Financials,Banks
ONCT,Health Care,Biotechnology Life Sciences
TBBK,Financials,Banks
AIZ,Financials,Life Health & Multi-line Insurance
HLMB,Health Care,Biotechnology Life Sciences
DYAI,Health Care,Biotechnology Life Sciences
DVAX,Health Care,Biotechnology Life Sciences
DELTF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
HTH,Financials,Banks
MVLY,Financials,Banks
MCUJF,Health Care,Biotechnology Life Sciences
BKMM,Materials,Precious Metals Gold Mining 
SKYL,Industrials,Industrial Machinery
GRCO,Industrials,Construction & Engineering
SWCC,Consumer Discretionary,Hotels Leisure & Consumer Services
ELYS,Consumer Discretionary,Hotels Leisure & Consumer Services
SSNT,Information Technology,Software
FSRL,Financials,Banks
BHKLY,Financials,Banks
FUAIY,Consumer Discretionary,Household Durables (non-Homebuilding)
ORMP,Health Care,Pharmaceuticals
RELEY,Utilities,Electric Utilities
YARIY,Materials,Chemicals
PEXNY,Energy,Oil & Gas Exploration & Production 
CYCC,Health Care,Biotechnology Life Sciences
IESFY,Utilities,Electric Utilities
NVNT,Information Technology,Computers Electronics
WFCF,Industrials,Commercial & Professional Services
SEAOF,Industrials,Transportation Air Freight & Marine
MSLOF,Industrials,Transportation Air Freight & Marine
SBLK,Industrials,Transportation Air Freight & Marine
PTGIF,Energy,Oil & Gas Exploration & Production 
AEOJF,Financials,Diversified Financials
AITX,Consumer Discretionary,Auotomobiles & Components
BMWYY,Consumer Discretionary,Auotomobiles & Components
NUVM,Consumer Staples,Household & Personal Products
ESOA,Energy,Oil & Gas Equipment & Services 
SMME,Information Technology,Software
STYS,Industrials,Aerospace & Defense 
TAOP,Information Technology,Internet Software & IT Services
LVRLF,Communication Services,Media
LMAT,Health Care,Health Crare Equipment & Technology
CSKD,Information Technology,Computers Electronics
CSII,Health Care,Health Crare Equipment & Technology
REMYF,Consumer Staples,Beverages Tobacco
PLFF,Real Estate,Real Estate
BGAOY,Communication Services,Diversified Telecommunication Services
QSR,Consumer Discretionary,Restaurants
WRDEF,Real Estate,Real Estate
DSX,Industrials,Transportation Air Freight & Marine
BVLDF,Materials,Precious Metals Gold Mining 
GRX,Financials,Diversified Financials
KBR,Industrials,Commercial & Professional Services
AVOGF,Energy,Oil & Gas Exploration & Production 
OOGI,Energy,Coal & Consumable Fuels 
CCOHF,Industrials,Construction & Engineering
BEEM,Industrials,Electrical Equipment
WDBG,Health Care,Pharmaceuticals
EDU,Consumer Discretionary,Hotels Leisure & Consumer Services
BSBR,Financials,Banks
URANF,Materials,Precious Metals Gold Mining 
ZVO,Consumer Discretionary,Hotels Leisure & Consumer Services
HTCMF,Industrials,Construction & Farm Machinery
BWXT,Industrials,Aerospace & Defense 
CBOE,Financials,Diversified Financials
KRBF,Materials,Chemicals
TGASF,Utilities,Gas Utilities
CBIO,Health Care,Biotechnology Life Sciences
TGP,Energy,Coal & Consumable Fuels 
BSEFY,Consumer Discretionary,Hotels Leisure & Consumer Services
JBT,Industrials,Industrial Machinery
MALRF,Materials,Precious Metals Gold Mining 
GRCU,Consumer Staples,Household & Personal Products
MOCI,Communication Services,Media
PNGM,Materials,Precious Metals Gold Mining 
MWWC,Consumer Discretionary,Auotomobiles & Components
TNEN,Energy,Oil & Gas Exploration & Production 
III,Information Technology,Internet Software & IT Services
CICHF,Financials,Banks
PFODF,Consumer Staples,Food Products
BDORY,Financials,Banks
KMGH,Information Technology,Computers Electronics
KALG,Energy,Coal & Consumable Fuels 
BXBLY,Industrials,Commercial & Professional Services
LUNMF,Materials,Precious Metals Gold Mining 
SNYNF,Health Care,Pharmaceuticals
SUUB,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
IRCC,Materials,Precious Metals Gold Mining 
RMSL,Health Care,Health Crare Equipment & Technology
TCYMF,Consumer Staples,Food Products
STDAF,Health Care,Pharmaceuticals
SNCR,Information Technology,Software
MNSB,Financials,Banks
RSAU,Consumer Staples,Beverages Tobacco
SWRAF,Real Estate,Real Estate
TDG,Industrials,Aerospace & Defense 
VNDA,Health Care,Biotechnology Life Sciences
IPWG,Industrials,Commercial & Professional Services
RBYC,Materials,Precious Metals Gold Mining 
WWPW,Utilities,Multi-Utilities Water Utilities Power
ONCI,Communication Services,Wireless Telecommunication Services
VYST,Materials,Chemicals
CSLLY,Health Care,Biotechnology Life Sciences
RKLC,Industrials,Construction & Engineering
CLUBQ,Consumer Discretionary,Hotels Leisure & Consumer Services
MSGP,Information Technology,Internet Software & IT Services
BSDGF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
CFPI,Consumer Staples,Food Products
MBLV,Information Technology,Software
MSVI,Energy,Oil & Gas Equipment & Services 
VRTB,Financials,Banks
EXPGF,Industrials,Commercial & Professional Services
RLGT,Industrials,Transportation Air Freight & Marine
NDEKF,Materials,Specialty Chemicals 
PNNB,Financials,Banks
VIRX,Health Care,Biotechnology Life Sciences
SNMP,Energy,Coal & Consumable Fuels 
CRNCY,Energy,Oil & Gas Exploration & Production 
CHPFF,Consumer Staples,Food Products
SSDOF,Consumer Staples,Household & Personal Products
OFSI,Financials,Banks
WDLF,Information Technology,Internet Software & IT Services
MNOV,Health Care,Biotechnology Life Sciences
VG,Communication Services,Software
GMELF,Consumer Discretionary,Specialty Retail
SECI,Industrials,Electrical Equipment
IVTJF,Financials,Diversified Financials
STMEF,Information Technology,Semiconductors
GFTX,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
GNUS,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
ATCO,Industrials,Transportation Air Freight & Marine
YTEN,Health Care,Biotechnology Life Sciences
MKEWF,Industrials,Industrial Machinery
CGPZF,Consumer Staples,Beverages Tobacco
BYNEF,Consumer Discretionary,Hotels Leisure & Consumer Services
SREDF,Financials,Life Health & Multi-line Insurance
AUSI,Industrials,Electrical Equipment
DLPN,Communication Services,Media
IBKR,Financials,Diversified Financials
PTMN,Financials,Diversified Financials
LTUS,Health Care,Pharmaceuticals
PSEC,Financials,Diversified Financials
XTNT,Health Care,Health Crare Equipment & Technology
BZZUY,Materials,Construction Materials 
GBUX,Consumer Discretionary,Distributors Multiline Retail
TCHBF,Health Care,Biotechnology Life Sciences
BTURF,Materials,Aluminum Steel
NM,Industrials,Transportation Air Freight & Marine
LOGL,Energy,Coal & Consumable Fuels 
ABBB,Financials,Banks
TRTN,Industrials,Trading Companies & Distributors
SRGE,Materials,Precious Metals Gold Mining 
MFG,Financials,Banks
SHUFF,Consumer Staples,Food & Stapes Retailing
DGLY,Information Technology,Computers Electronics
XSVT,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
OPYGY,Materials,Precious Metals Gold Mining 
BUDZ,Health Care,Pharmaceuticals
VRTA,Financials,Banks
COIHF,Materials,Specialty Chemicals 
DNACF,Information Technology,Software
ORXCF,Financials,Diversified Financials
OXFCF,Energy,Oil & Gas Equipment & Services 
ILPMF,Financials,Banks
SUEZF,Consumer Staples,Food Products
WKRCF,Industrials,Construction & Farm Machinery
PBEP,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
DPNEF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
RPSGF,Industrials,Commercial & Professional Services
ICHBF,Materials,Aluminum Steel
CSASF,Financials,Diversified Financials
BGSWF,Energy,Oil & Gas Equipment & Services 
BTOOY,Consumer Discretionary,Internet & Catalog Retail
ICGUF,Financials,Diversified Financials
COCSF,Consumer Staples,Beverages Tobacco
ESBS,Financials,Banks
SEPGF,Consumer Discretionary,Apparel & Textiles
CILJF,Financials,Life Health & Multi-line Insurance
COGZF,Health Care,Health Crare Equipment & Technology
SMUPF,Materials,Aluminum Steel
OTOW,Communication Services,Diversified Telecommunication Services
LMST,Financials,Banks
TNBI,Consumer Staples,Food Products
CAIB,Financials,Banks
PODD,Health Care,Health Crare Equipment & Technology
DUAVF,Industrials,Aerospace & Defense 
ACR,Financials,Diversified Financials
MTL.PR,Materials,Aluminum Steel
AAL,Industrials,Airlines
SKFOF,Materials,Specialty Chemicals 
QEGY,Industrials,Road & Rail
RNECF,Information Technology,Semiconductors
SPWR,Information Technology,Semiconductors
TFAOF,Communication Services,Diversified Telecommunication Services
BKU,Financials,Banks
ODYC,Industrials,Industrial Machinery
MLCO,Consumer Discretionary,Hotels Leisure & Consumer Services
CYJBF,Industrials,Industrial Machinery
RVNG,Materials,Precious Metals Gold Mining 
PTIX,Health Care,Biotechnology Life Sciences
MCFUF,Information Technology,Software
PRHL,Utilities,Multi-Utilities Water Utilities Power
TBNGY,Energy,Coal & Consumable Fuels 
DLKGF,Energy,Coal & Consumable Fuels 
COIL,Real Estate,Real Estate
TNABF,Utilities,Electric Utilities
ALSSF,Consumer Discretionary,Restaurants
SHLRF,Industrials,Industrial Machinery
NLST,Information Technology,Computers Electronics
ACSYF,Materials,Paper & Forest Products
APNHF,Health Care,Pharmaceuticals
GIFLF,Health Care,Biotechnology Life Sciences
SSBI,Financials,Banks
BTLN,Materials,Precious Metals Gold Mining 
VET,Energy,Oil & Gas Exploration & Production 
ORBC,Communication Services,Diversified Telecommunication Services
MIZUF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
AOREF,Financials,Insurance Brokers & Reinsurance
FOEAF,Energy,Oil & Gas Drilling
MHPC,Real Estate,Real Estate
WRTBF,Industrials,Industrial Machinery
NMNZF,Materials,Precious Metals Gold Mining 
NOA,Energy,Oil & Gas Equipment & Services 
GLNS,Materials,Precious Metals Gold Mining 
MWTCF,Utilities,Multi-Utilities Water Utilities Power
OERLF,Industrials,Industrial Machinery
OC,Industrials,Building Products
WSBF,Financials,Banks
BMBLF,Industrials,Commercial & Professional Services
VOPKF,Energy,Coal & Consumable Fuels 
SFOR,Information Technology,Software
GASNF,Utilities,Gas Utilities
NVOS,Health Care,Health Care Providers (non-HMO)
MONDF,Materials,Paper & Forest Products
WWNTF,Consumer Staples,Food Products
SEGXF,Real Estate,Real Estate
ILIAF,Communication Services,Diversified Telecommunication Services
MLBEF,Information Technology,Internet Software & IT Services
CGDI,Consumer Staples,Household & Personal Products
HAON,Information Technology,Software
GUFAF,Consumer Discretionary,Distributors Multiline Retail
RIVU,Health Care,Biotechnology Life Sciences
RNFTF,Energy,Coal & Consumable Fuels 
AVBH,Financials,Banks
NSRCD,Materials,Precious Metals Gold Mining 
UAA,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
UA,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
ABVC,Materials,Specialty Chemicals 
TERRF,Utilities,Electric Utilities
TVER,Materials,Precious Metals Gold Mining 
NCMI,Communication Services,Media
CYAP,Consumer Discretionary,Internet & Catalog Retail
NKSJF,Materials,Paper & Forest Products
AYYLF,Industrials,Industrial Conglomerates
SNOA,Health Care,Pharmaceuticals
ASMVF,Information Technology,Semiconductor Equipment
RKWBF,Industrials,Building Products
PALI,Health Care,Pharmaceuticals
CLPXF,Utilities,Multi-Utilities Water Utilities Power
GTVI,Health Care,Health Crare Equipment & Technology
IGPPF,Industrials,Commercial & Professional Services
AVXL,Health Care,Biotechnology Life Sciences
MIESF,Industrials,Construction & Farm Machinery
CGHOF,Utilities,Gas Utilities
FVGCF,Materials,Precious Metals Gold Mining 
NTOIF,Energy,Coal & Consumable Fuels 
GCWOF,Materials,Construction Materials 
TWNE,Financials,Banks
WOFA,Consumer Discretionary,Homebuilding
KMI,Energy,Coal & Consumable Fuels 
PVBK,Financials,Banks
KNWN,Information Technology,Computers Electronics
OSSIF,Information Technology,Software
CORX,Materials,Precious Metals Gold Mining 
IMIAY,Industrials,Industrial Machinery
TX,Materials,Aluminum Steel
DADTF,Consumer Discretionary,Auotomobiles & Components
LMPRF,Energy,Oil & Gas Equipment & Services 
LFSYF,Consumer Discretionary,Distributors Multiline Retail
ZFSVF,Financials,Life Health & Multi-line Insurance
HERB,Consumer Staples,Food Products
RMLFF,Materials,Precious Metals Gold Mining 
LDOS,Information Technology,Commercial & Professional Services
CPG,Energy,Oil & Gas Exploration & Production 
OBELF,Energy,Oil & Gas Exploration & Production 
NPTVF,Communication Services,Media
PTRC,Energy,Oil & Gas Exploration & Production 
CIADF,Consumer Staples,Food Products
PYMOF,Energy,Oil & Gas Exploration & Production 
WNS,Information Technology,Internet Software & IT Services
USRI,Industrials,Commercial & Professional Services
UNIT,Real Estate,Real Estate
BWEN,Industrials,Electrical Equipment
UTRK,Energy,Oil & Gas Exploration & Production 
MDIBF,Financials,Banks
TMUS,Communication Services,Wireless Telecommunication Services
APTS,Real Estate,Real Estate
AVNBF,Industrials,Aerospace & Defense 
YRAIF,Materials,Chemicals
TNL,Consumer Discretionary,Hotels Leisure & Consumer Services
TOPS,Energy,Coal & Consumable Fuels 
WNWG,Energy,Oil & Gas Exploration & Production 
ALBO,Health Care,Biotechnology Life Sciences
MTLHF,Materials,Chemicals
ZIOP,Health Care,Biotechnology Life Sciences
UVPOF,Consumer Staples,Food Products
BXRBF,Financials,Banks
WRN,Materials,Precious Metals Gold Mining 
GRRLF,Materials,Aluminum Steel
IZEA,Information Technology,Internet Software & IT Services
GBNY,Financials,Banks
TREVF,Materials,Precious Metals Gold Mining 
CMPR,Industrials,Commercial & Professional Services
BURBY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
TRS,Industrials,Industrial Machinery
PWCDF,Financials,Life Health & Multi-line Insurance
BUUZ,Real Estate,Real Estate
HMLA,Energy,Oil & Gas Exploration & Production 
KTWIF,Industrials,Industrial Machinery
KNYJF,Industrials,Industrial Machinery
CYUNF,Consumer Staples,Food Products
UEC,Energy,Coal & Consumable Fuels 
QNTQF,Industrials,Aerospace & Defense 
FUPEF,Materials,Chemicals
YAHOF,Information Technology,Internet Software & IT Services
JTBK,Health Care,Pharmaceuticals
GSV,Materials,Precious Metals Gold Mining 
SLCJF,Consumer Staples,Food Products
AEXFF,Energy,Oil & Gas Exploration & Production 
JAZZ,Health Care,Pharmaceuticals
PRYMF,Industrials,Electrical Equipment
NVAAF,Materials,Precious Metals Gold Mining 
RGDXQ,Health Care,Biotechnology Life Sciences
MBGCF,Materials,Chemicals
ASNCF,Industrials,Transportation Air Freight & Marine
TBGNF,Health Care,Biotechnology Life Sciences
SBH,Consumer Discretionary,Specialty Stores
DFTC,Information Technology,Software
CTARF,Energy,Oil & Gas Exploration & Production 
HKMPF,Health Care,Pharmaceuticals
NOEC,Materials,Chemicals
OSCI,Materials,Precious Metals Gold Mining 
EKPTF,Energy,Oil & Gas Exploration & Production 
VIPV,Materials,Precious Metals Gold Mining 
ESEA,Industrials,Transportation Air Freight & Marine
WU,Information Technology,Internet Software & IT Services
ITRN,Information Technology,Communications Equipment
HUSQF,Consumer Discretionary,Household Durables (non-Homebuilding)
ACKDF,Industrials,Transportation Air Freight & Marine
MAJCQ,Financials,Insurance Brokers & Reinsurance
BYRN,Industrials,Aerospace & Defense 
OPTT,Industrials,Electrical Equipment
TIPT,Financials,Insurance Brokers & Reinsurance
AATGF,Industrials,Industrial Machinery
CSFSF,Financials,Diversified Financials
TTCNF,Information Technology,Communications Equipment
SOLLF,Real Estate,Real Estate
SVMRF,Energy,Oil & Gas Equipment & Services 
SWGNF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
AJXGF,Information Technology,Communications Equipment
CHGCF,Health Care,Pharmaceuticals
SCOR,Communication Services,Media
SDGCF,Consumer Staples,Food & Stapes Retailing
NSANF,Consumer Discretionary,Auotomobiles & Components
VCOGF,Energy,Oil & Gas Exploration & Production 
XPL,Materials,Precious Metals Gold Mining 
SOMNF,Health Care,Health Crare Equipment & Technology
FRST,Financials,Banks
DIDAF,Consumer Staples,Food & Stapes Retailing
ORXGF,Energy,Oil & Gas Exploration & Production 
PGNE,Energy,Oil & Gas Exploration & Production 
SYCRF,Financials,Insurance Brokers & Reinsurance
SPR,Industrials,Aerospace & Defense 
SCVUF,Materials,Construction Materials 
GTHKF,Industrials,Hotels Leisure & Consumer Services
LGRVF,Industrials,Electrical Equipment
SIOPF,Real Estate,Real Estate
CLCN,Consumer Discretionary,Hotels Leisure & Consumer Services
MRETF,Consumer Discretionary,Auotomobiles & Components
RIDYF,Consumer Staples,Food Products
KANKF,Materials,Chemicals
COPLF,Consumer Staples,Food Products
ADRZF,Industrials,Industrial Machinery
ARMZF,Materials,Precious Metals Gold Mining 
NNDNF,Industrials,Electrical Equipment
DEER,Consumer Discretionary,Household Durables (non-Homebuilding)
MIELF,Industrials,Electrical Equipment
UBEOF,Materials,Chemicals
SMVE,Industrials,Road & Rail
SSNLF,Information Technology,Computers Electronics
GSMGF,Materials,Precious Metals Gold Mining 
TOEYF,Energy,Coal & Consumable Fuels 
FGROF,Industrials,Road & Rail
CMOT,Consumer Discretionary,Auotomobiles & Components
KAJMF,Industrials,Construction & Engineering
ABTI,Consumer Staples,Household & Personal Products
TLGHF,Communication Services,Media
CMGHY,Consumer Staples,Food Products
LGIQ,Information Technology,Software
CPA,Industrials,Airlines
NMREF,Materials,Precious Metals Gold Mining 
GETVF,Communication Services,Media
DHT,Energy,Coal & Consumable Fuels 
AUTR,Communication Services,Media
XLPI,Materials,Chemicals
MFON,Information Technology,Internet Software & IT Services
ASRMF,Industrials,Transportation Air Freight & Marine
GDNEF,Consumer Discretionary,Distributors Multiline Retail
JETMF,Industrials,Airlines
TKURF,Real Estate,Real Estate
SGLJF,Consumer Staples,Food Products
GBPT,Consumer Discretionary,Internet & Catalog Retail
MDGL,Health Care,Biotechnology Life Sciences
DOLHF,Real Estate,Real Estate
AMADY,Information Technology,Internet Software & IT Services
MPGPF,Industrials,Commercial & Professional Services
TA,Consumer Discretionary,Specialty Retail
MARXF,Energy,Coal & Consumable Fuels 
REED,Consumer Staples,Beverages Tobacco
ELNOF,Materials,Precious Metals Gold Mining 
PERI,Communication Services,Media
SRNE,Health Care,Biotechnology Life Sciences
CTUY,Financials,Banks
ZG,Information Technology,Internet Software & IT Services
Z,Information Technology,Internet Software & IT Services
DXF,Financials,Diversified Financials
GMDMF,Materials,Precious Metals Gold Mining 
RAKR,Materials,Precious Metals Gold Mining 
UITA,Industrials,Aerospace & Defense 
MBAIF,Consumer Discretionary,Hotels Leisure & Consumer Services
GASS,Energy,Coal & Consumable Fuels 
UVSE,Energy,Oil & Gas Exploration & Production 
BOTRF,Utilities,Multi-Utilities Water Utilities Power
MNTUF,Materials,Precious Metals Gold Mining 
GLWA,Consumer Staples,Beverages Tobacco
SARTF,Health Care,Health Crare Equipment & Technology
SBRCY,Financials,Banks
WCCP,Financials,Diversified Financials
WLSI,Health Care,Health Crare Equipment & Technology
WLDN,Industrials,Commercial & Professional Services
SUMR,Consumer Staples,Household & Personal Products
FSOYF,Information Technology,Software
CREX,Communication Services,Media
BJSAF,Consumer Discretionary,Hotels Leisure & Consumer Services
PCOLF,Information Technology,Internet Software & IT Services
WBRBF,Materials,Construction Materials 
CHTR,Communication Services,Media
HLTT,Industrials,Commercial & Professional Services
SHMCF,Industrials,Commercial & Professional Services
MNXBF,Financials,Diversified Financials
MTMW,Materials,Precious Metals Gold Mining 
ALBKF,Financials,Banks
GPSDF,Industrials,Trading Companies & Distributors
WSFGQ,Financials,Banks
ASAGF,Consumer Staples,Food Products
PRTS,Consumer Discretionary,Internet & Catalog Retail
POFCF,Energy,Oil & Gas Equipment & Services 
STBMF,Materials,Precious Metals Gold Mining 
ELTLF,Materials,Precious Metals Gold Mining 
EGRAY,Energy,Coal & Consumable Fuels 
YASKF,Industrials,Industrial Machinery
FREEF,Industrials,Transportation Air Freight & Marine
VTKLF,Information Technology,Communications Equipment
ZNOG,Energy,Oil & Gas Exploration & Production 
HLPPF,Real Estate,Real Estate
SRMLF,Energy,Oil & Gas Exploration & Production 
XLTD,Utilities,Multi-Utilities Water Utilities Power
HMTLF,Industrials,Aluminum Steel
MSADF,Financials,Insurance Brokers & Reinsurance
SPGYF,Energy,Oil & Gas Exploration & Production 
DSKYF,Health Care,Pharmaceuticals
TCTZF,Information Technology,Internet Software & IT Services
SBDG,Information Technology,Software
RGGI,Energy,Coal & Consumable Fuels 
NNCSF,Health Care,Health Crare Equipment & Technology
BYPLF,Industrials,Industrial Machinery
SRXXF,Financials,Diversified Financials
SYIEF,Materials,Specialty Chemicals 
SHANF,Industrials,Oil & Gas Equipment & Services 
SGLRF,Energy,Oil & Gas Exploration & Production 
ITTOF,Information Technology,Internet Software & IT Services
QLIS,Consumer Discretionary,Specialty Retail
ISLV,Materials,Precious Metals Gold Mining 
TWER,Communication Services,Diversified Telecommunication Services
GENN,Health Care,Health Care Providers (non-HMO)
CWPWF,Utilities,Multi-Utilities Water Utilities Power
SVNDF,Consumer Staples,Food & Stapes Retailing
CTGO,Materials,Precious Metals Gold Mining 
CHWTF,Information Technology,Computers Electronics
RYDAF,Energy,Coal & Consumable Fuels 
RYDBF,Energy,Coal & Consumable Fuels 
SMCI,Information Technology,Computers Electronics
WARM,Consumer Discretionary,Auotomobiles & Components
CUAEF,Energy,Coal & Consumable Fuels 
SULZF,Industrials,Industrial Machinery
CHPXF,Financials,Life Health & Multi-line Insurance
NVSEF,Health Care,Pharmaceuticals
SKPN,Industrials,Transportation Air Freight & Marine
FRZT,Information Technology,Software
COPJF,Energy,Oil & Gas Exploration & Production 
AUKUF,Information Technology,Semiconductors
CPWHF,Industrials,Electrical Equipment
PTNUF,Materials,Precious Metals Gold Mining 
WNDLF,Financials,Diversified Financials
NPPSF,Industrials,Construction & Farm Machinery
IRLCF,Materials,Chemicals
BKLRF,Energy,Coal & Consumable Fuels 
IDLM,Information Technology,Internet Software & IT Services
ECTM,Energy,Oil & Gas Exploration & Production 
TMNSF,Information Technology,Software
OPESF,Communication Services,Media
XYIGF,Industrials,Building Products
IVDA,Information Technology,Software
MRPLY,Consumer Discretionary,Apparel & Textiles
FDUS,Financials,Diversified Financials
IROQ,Financials,Banks
KHZM,Communication Services,Media
FDTC,Financials,Diversified Financials
EXCOF,Consumer Discretionary,Auotomobiles & Components
CHEOY,Health Care,Health Crare Equipment & Technology
FFHL,Materials,Chemicals
OLMIY,Consumer Staples,Food & Stapes Retailing
TTGT,Information Technology,Media
WHELF,Materials,Chemicals
NCAP,Information Technology,Internet Software & IT Services
OLMIF,Consumer Staples,Food & Stapes Retailing
TTNUF,Information Technology,Software
BBDC,Financials,Diversified Financials
BDRSF,Energy,Oil & Gas Exploration & Production 
AMVGF,Materials,Containers & Packaging
CEHD,Consumer Discretionary,Household Durables (non-Homebuilding)
ELRE,Information Technology,Internet Software & IT Services
SHZNF,Industrials,Transportation Air Freight & Marine
PAOTF,Information Technology,Communications Equipment
ATGSF,Consumer Discretionary,Restaurants
AICAF,Industrials,Airlines
SNCAF,Industrials,Construction & Engineering
TJIPF,Industrials,Transportation Air Freight & Marine
VTGN,Health Care,Biotechnology Life Sciences
SPHRF,Health Care,Pharmaceuticals
NWHUF,Real Estate,Real Estate
DNFGF,Consumer Discretionary,Auotomobiles & Components
XPPLF,Industrials,Electrical Equipment
GALXF,Materials,Precious Metals Gold Mining 
PCOGF,Energy,Oil & Gas Exploration & Production 
ORHK,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
ULTRF,Industrials,Transportation Air Freight & Marine
QCLSF,Information Technology,Semiconductors
CYUFF,Consumer Staples,Food Products
WHITF,Energy,Coal & Consumable Fuels 
APCDF,Energy,Coal & Consumable Fuels 
SURDF,Real Estate,Real Estate
JSEJF,Financials,Diversified Financials
UETMF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
SBFFF,Energy,Oil & Gas Equipment & Services 
PLATF,Consumer Staples,Food Products
ADDXF,Health Care,Biotechnology Life Sciences
MURGF,Financials,Insurance Brokers & Reinsurance
TRYRF,Materials,Precious Metals Gold Mining 
PGLO,Utilities,Multi-Utilities Water Utilities Power
GLCNF,Materials,Precious Metals Gold Mining 
ANPDF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
AUNXF,Energy,Oil & Gas Exploration & Production 
VPTOF,Energy,Oil & Gas Exploration & Production 
AURT,Information Technology,Computers Electronics
HUGPF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
FRZCF,Real Estate,Real Estate
PNDZF,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury
RMGOF,Financials,Diversified Financials
LCCTF,Consumer Staples,Household & Personal Products
HISEF,Consumer Discretionary,Household Durables (non-Homebuilding)
JMP,Financials,Diversified Financials
SBMFF,Health Care,Pharmaceuticals
MKRMF,Consumer Discretionary,Specialty Stores
STGAF,Energy,Oil & Gas Exploration & Production 
GIGNF,Consumer Discretionary,Hotels Leisure & Consumer Services
STAEF,Consumer Discretionary,Auotomobiles & Components
ADTTF,Information Technology,Semiconductor Equipment
CGECF,Communication Services,Media
JBZY,Materials,Precious Metals Gold Mining 
GLDG,Materials,Precious Metals Gold Mining 
UAN,Materials,Chemicals
CELJF,Communication Services,Wireless Telecommunication Services
CMBXF,Materials,Paper & Forest Products
DHX,Information Technology,Internet Software & IT Services
EOPSY,Industrials,Aerospace & Defense 
NCLTF,Consumer Discretionary,Specialty Retail
RDFEF,Energy,Oil & Gas Exploration & Production 
SVTMF,Industrials,Industrial Conglomerates
CCOJF,Consumer Staples,Beverages Tobacco
IPEU,Communication Services,Wireless Telecommunication Services
SNIRF,Industrials,Aerospace & Defense 
CRWRF,Health Care,Health Crare Equipment & Technology
TUMIF,Materials,Precious Metals Gold Mining 
NXPGF,Industrials,Road & Rail
ALLT,Information Technology,Software
CLTFF,Communication Services,Media
BBAVY,Industrials,Transportation Air Freight & Marine
BJINF,Utilities,Gas Utilities
ROSGQ,Health Care,Biotechnology Life Sciences
BFFAF,Materials,Chemicals
GMALF,Consumer Discretionary,Hotels Leisure & Consumer Services
